CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
,,,,,,MTWR,01:30 pm-03:00 pm,TBA,01/02-01/13,FSB 0028
,,,,,,TWRF,10:00 am-11:45 am,TBA,01/17-01/21,FSB 2050
,,,,,,TWRF,01:30 pm-03:00 pm,TBA,01/17-01/21,FSB 0028
40118,ISA,303,A,3,Enterprise Systems,,TBA,Zafer D. Ozdemir (P),01/02-01/21,WEB
41211,ISA,399C,A,3,Data Mgt. and Visualization,MTWRF,08:00 am-08:00 pm,T. M. Rajkumar (P); Kim I. Suellau,12/19-01/18,TBA
41133,ISA,401,OA,3,BI & Data Visualization,MTWR,02:00 pm-05:20 pm,Zafer D. Ozdemir (P),01/02-01/17,FSB 2050
,,,,,,TWRF,02:00 pm-05:20 pm,TBA,01/17-01/21,FSB 2050
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40277,IMS,222,A,3,Web and Interaction Design,,TBA,Arthur R. Kuhn (P),01/02-01/21,WEB
41277,IMS,224,A,3,Digital Writing and Rhetoric,,TBA,Phill Michael Alexander (P),01/02-01/21,WEB
40276,IMS,254,A,3,Design Principles Applied,,TBA,Arthur R. Kuhn (P),01/02-01/21,WEB
41302,IMS,390F,A,3,Applied Design Thinking,,TBA,Michael Bailey-Van Kuren (P),01/02-01/13,TBA
41175,IMS,390I,A,3,Digital Identity,,TBA,Phill Michael Alexander (P),01/02-01/21,WEB
40554,IMS,413,A,4,Usability and Digital Media,,TBA,James R. Coyle (P),01/02-01/21,WEB
40556,IMS,419,A,3,Digital Branding,,TBA,James R. Coyle (P),01/02-01/21,WEB
40555,IMS,513,A,4,Usability and Digital Media,,TBA,James R. Coyle (P),01/02-01/21,WEB
40557,IMS,519,A,3,Digital Branding,,TBA,James R. Coyle (P),01/02-01/21,WEB
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40461,IDS,299B,A,3,Italian Cinematic Contrasts,,TBA,Daniele Fioretti (P),01/02-01/21,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40558,ITS,201,B,3,Intro To International Studies,MTWRF,01:00 pm-03:40 pm,Stanley W. Toops (P),01/02-01/21,SHD 237
40952,ITS,299D,A,6,Cuba in Transition,,TBA,Melanie M. Ziegler (P),01/05-01/20,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40459,ITL,299B,A,3,Italian Cinematic Contrasts,,TBA,Daniele Fioretti (P),01/02-01/21,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40767,JRN,101,B,3,Introduction to Journalism,,TBA,James E. Tobin (P),01/02-01/21,WEB
40364,JRN,350,A,3,Specialized Journalism,,TBA,Sacha DeVroomen Bellman (P),01/02-01/21,WEB
41192,JRN,350B,A,3,NYC Media,,TBA,Patricia Gallagher Newberry (P),01/02-01/19,TBA
41262,JRN,399A,A,3,The Miami Capital Experience,,TBA,Christopher S. Kelley (P); Cheryl Jeanne Gibbs,01/02-01/21,TBA
40768,JRN,412,A,3,Public Affairs Reporting,MWR,07:00 pm-08:30 pm,Stephen Siff (P),01/02-01/21,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
41132,KNH,101,A,2,Personal Nutrition,,TBA,Christina M. Ohlinger (P),01/02-01/21,WEB
41258,KNH,102,A,3,Fundamentals of Nutrition,,TBA,Jennifer Marie Pate (P),01/02-01/21,WEB
40428,KNH,120G,A,2,Weight Training,MTWR,01:00 pm-03:05 pm,Ronald H. Cox (P),01/02-01/21,PHI 113
41011,KNH,205,A,3,U'stng Drugs Health Prom Prof,,TBA,Lauren Aimee Bartsch (P),01/02-01/21,WEB
40264,KNH,209,A,3,Medical Terminology,,TBA,Patricia J. Troesch (P),01/02-01/21,WEB
40366,KNH,209,B,3,Medical Terminology,,TBA,Emily Elizabeth Davie (P),01/02-01/21,WEB
40372,KNH,209,C,3,Medical Terminology,,TBA,Helaine Alessio (P),01/02-01/21,WEB
40388,KNH,209,D,3,Medical Terminology,,TBA,Dean Loren Smith (P),01/02-01/21,WEB
40446,KNH,209,E,3,Medical Terminology,,TBA,Kyle Lee Timmerman (P),01/02-01/21,WEB
40809,KNH,212,B,3,Sport Management,,TBA,Shane Fudge (P),01/02-01/21,WEB
40978,KNH,213,A,3,Global and Community Nutrition,,TBA,Nancy S. Parkinson (P),01/02-01/21,WEB
40731,KNH,276,A,3,The Meaning of Leisure,,TBA,Jennifer L. Edwards (P),01/02-01/21,WEB
41226,KNH,299A,A,3,Mental Health First Aid,MTWRF,01:00 pm-03:30 pm,John A. Ward (P); Rose Marie Ward,01/02-01/21,TBA
40381,KNH,329,A,3,Psych Perspectives on Health,,TBA,John C. Kimiecik (P),01/02-01/21,WEB
40162,KNH,375,A,3,Psych Persp. in Sport&Exerc.,,TBA,Robert S. Weinberg (P),01/02-01/21,WEB
41135,KNH,378,A,3,Sport; Power and Inequality,,TBA,Callie Elizabeth Maddox (P),01/02-01/21,WEB
41225,KNH,399B,A,3,National & Global Health Polic,MTWRF,09:00 am-11:30 am,Rose Marie Ward (P),01/02-01/21,TBA
40159,KNH,402,A,3,Critical Refl on Practices,,TBA,Thelma S. Horn (P),01/02-01/21,WEB
41224,KNH,402,B,3,Critical Refl on Practices,,TBA,Mark Stephen Walsh (P),12/28-01/08,TBA
40624,KNH,416,A,3,Sport Marketing,,TBA,Christopher Joseph Henderson (P),01/02-01/21,WEB
40846,KNH,448,A,3,Global Sport Perspectives,,TBA,Melissa Ann Chase (P),01/02-01/21,WEB
41296,KNH,4531,A,3,Health perspectives in Peru,,TBA,Mark Stephen Walsh (P),12/28-01/08,TBA
41178,KNH,453E,A,3,The Business of Fantasy Sport,,TBA,Brody James Ruihley (P),01/02-01/21,WEB
40905,KNH,453P,A,3,Physiology of Training,,TBA,Julie Marie Cousins (P),01/02-01/21,WEB
40630,KNH,473,A,3,Children and Youth in Sports,,TBA,Robin S. Vealey (P),01/02-01/21,WEB
40766,KNH,516,A,3,Sport Marketing,,TBA,Christopher Joseph Henderson (P),01/02-01/21,WEB
40889,KNH,548,A,3,Global Sport Perspectives,,TBA,Melissa Ann Chase (P),01/02-01/21,WEB
41179,KNH,553E,A,3,The Business of Fantasy Sport,,TBA,Brody James Ruihley (P),01/02-01/21,WEB
40964,KNH,553P,A,3,Physiology of Training,,TBA,Julie Marie Cousins (P),01/02-01/21,WEB
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40951,LAS,299D,A,6,Cuba in Transition,,TBA,Melanie M. Ziegler (P),01/05-01/20,TBA
40240,LAS,412,A,5,Tropical Ecosystems:Costa Rica,,TBA,R. Hays Cummins (P); Kevin Connor Armitage ; Donna Sue McCollum,12/28-02/04,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40109,MGT,111,A,3,Introduction To Business,,TBA,Byron J. Finch (P),01/02-01/21,WEB
40107,MGT,291,A,3,Intro to Management&Leadership,,TBA,Megan Margaret Gerhardt (P),01/02-01/21,WEB
40342,MGT,291,B,3,Intro to Management&Leadership,MTWR,08:30 am-11:40 am,Joseph C. Rode (P),01/02-01/13,FSB 2049
,,,,,,TWRF,08:30 am-11:40 am,TBA,01/17-01/21,FSB 2049
40357,MGT,291,C,3,Intro to Management&Leadership,MTWR,01:00 pm-04:10 pm,Mark A. Wesolowski (P),01/02-01/13,FSB 2049
,,,,,,TWRF,01:00 pm-04:10 pm,TBA,01/17-01/21,FSB 2049
41045,MGT,291,D,3,Intro to Management&Leadership,,TBA,Megan Margaret Gerhardt (P),01/02-01/21,WEB
40108,MGT,302,A,3,Intro Operatns &Supply Chain M,,TBA,Xiaowen Huang (P),01/02-01/21,WEB
40343,MGT,302,B,3,Intro Operatns &Supply Chain M,MTWR,01:00 pm-04:10 pm,Yao Jin (P),01/02-01/13,FSB 2046
,,,,,,TWRF,01:00 pm-04:10 pm,TBA,01/17-01/21,FSB 2046
40358,MGT,302,C,3,Intro Operatns &Supply Chain M,MTWR,08:30 am-11:40 am,Lisa Marie Ellram (P),01/02-01/13,FSB 1036
,,,,,,TWRF,08:30 am-11:40 am,TBA,01/17-01/21,FSB 1036
41210,MGT,302,D,3,Intro Operatns &Supply Chain M,MTWRF,08:00 am-08:00 pm,Peter Anthony Salzarulo (P); Kim I. Suellau,12/19-01/18,TBA
41218,MGT,302,E,3,Intro Operatns &Supply Chain M,MTWRF,08:30 am-12:00 pm,Bryan Ashenbaum (P); Kim I. Suellau,12/19-02/04,TBA
40810,MGT,302,F,3,Intro Operatns &Supply Chain M,,TBA,Xiaowen Huang (P),01/02-01/21,WEB
40860,MGT,453,A,3,Quality Management Systems,TWRF,08:30 am-11:40 am,Timothy C. Krehbiel (P),01/02-01/21,FSB 0013
41222,MGT,490C,A,3,Topics in SCM Practice,MTWRFS,09:00 am-12:00 pm,William E. Newman (P),01/02-01/21,TBA
41223,MGT,495,A,3,Executive Decision Making,MTWRFS,01:00 pm-04:00 pm,Rhett Andrew Brymer (P); William E. Newman,01/02-01/21,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40110,MKT,291,A,3,Principles of Marketing,,TBA,Janice E. Taylor (P),01/02-01/21,WEB
40376,MKT,291,B,3,Principles of Marketing,MTWR,08:30 am-11:40 am,Helen J. Koons (P),01/02-01/12,FSB 0033
,,,,,,TWRF,08:30 am-11:40 am,TBA,01/17-01/21,FSB 0033
40404,MKT,291,C,3,Principles of Marketing,,TBA,Donald F. Hoffer (P),01/02-01/21,WEB
41206,MKT,291,D,3,Principles of Marketing,MTWRF,08:30 am-04:00 pm,Terri Feldman Barr (P); Kim I. Suellau,12/19-01/18,TBA
41316,MKT,291,E,3,Principles of Marketing,,TBA,Janice E. Taylor (P),01/02-01/21,WEB
40112,MKT,292,A,1,Careers in Marketing,,TBA,Gillian W. Oakenfull (P),01/02-01/21,WEB
41207,MKT,301,A,3,Crtvty;Innov.&Dec Mkng in MKT,MTWRF,08:30 am-04:00 pm,Michael S. McCarthy (P); Kim I. Suellau,12/19-01/18,TBA
40373,MKT,325,A,3,Consumer Behavior,,TBA,Donald G. Norris (P),01/02-01/21,WEB
41300,MKT,325,B,3,Consumer Behavior,,TBA,Donald G. Norris (P),01/02-01/21,WEB
40238,MKT,399A,A,3,Services Marketing,,TBA,Debbie M. Coleman (P),01/15-01/20,TBA
40663,MKT,405,A,3,Creating Customer Value,MTWR,10:00 am-01:00 pm,Patrick J. Lindsay (P),01/02-01/21,FSB 0042
41314,MKT,405,B,3,Creating Customer Value,,TBA,Patrick J. Lindsay (P),01/02-01/21,WEB
40114,MKT,419,A,3,Digital Branding,,TBA,James R. Coyle (P),01/02-01/21,WEB
41057,MKT,419,B,3,Digital Branding,,TBA,Glenn J. Platt (P),01/02-01/21,TBA
41217,MKT,495,A,4,Strategy Works,MTWRF,08:30 am-04:00 pm,Sanjay Puligadda (P); Kim I. Suellau,12/19-02/04,TBA
41294,MKT,499A,A,4,Marketing in Australia,,TBA,Sanjay Puligadda (P); Bryan Ashenbaum ; Kim I. Suellau,12/19-02/04,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40168,MME,211,A,3,Static Modeling/Mech Systems,MTWRF,09:00 am-11:45 am,Steven Michael Schoenbaechler (P),01/02-01/21,GAR 153
40882,MME,213,A,3,Computation MethodsEngineering,TWRF,01:00 pm-04:25 pm,Amit Shukla (P),01/02-01/06,GAR 145
,,,,,,MTWR,01:00 pm-04:25 pm,TBA,01/09-01/21,GAR 145
41203,MME,213,B,3,Computation MethodsEngineering,,TBA,Amit Shukla (P),12/26-01/22,TBA
40904,MME,303,A,3,Computer-Aided Experimentation,MTWR,01:00 pm-03:00 pm,AKM Jahangir Alam Majumder (P),01/02-01/21,GAR 156
,,,,,,MTWR,03:10 pm-05:10 pm,AKM Jahangir Alam Majumder,01/02-01/21,GAR 141
40120,MME,311,A,3,Dynamic Modeling/Mech Systems,MTWRF,01:00 pm-03:45 pm,Fazeel J. Khan (P),01/02-01/21,GAR 153
41031,MME,313,A,3,Fluid Mechanics,MTWRF,09:00 am-11:45 am,Benjamin Carter Hamilton (P),01/02-01/21,EGB 270
41119,MME,314,A,3,Engineering Thermodynamics,,TBA,Lei L. Kerr (P),01/02-01/21,WEB
41000,MME,315,A,3,Mechanical Vibrations,,TBA,Kumar Vikram Singh (P),01/02-01/21,WEB
40526,MME,341,A,3,Engineering Economics,,TBA,Shashi B. Lalvani (P),01/02-01/21,WEB
41216,MME,341,B,3,Engineering Economics,MTWRF,08:00 am-10:15 am,John Thomas Richter (P); James M. Shiveley,01/02-01/20,GAR 156
40801,MME,341,C,3,Engineering Economics,MTWR,08:30 am-11:55 am,Catherine Almquist (P),01/02-01/21,BEN 115
41117,MME,341,D,3,Engineering Economics,,TBA,Shashi B. Lalvani (P),12/26-01/22,TBA
40122,MME,360C,A,3,Applied Manufacturing Process,MTR,09:00 am-11:30 am,Richard Nicholas Brown (P),01/02-01/21,GAR 145
,,,,,,TR,02:00 pm-04:30 pm,Richard Nicholas Brown,01/02-01/21,GAR 052B
41190,MME,403,A,3,Heat Transfer,MTWRF,09:00 am-11:45 am,Edgar Javier Caraballo (P),01/02-01/21,BEN 204
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40540,MAC,213,A,3,Writing for Media,,TBA,William E. Brewer (P),01/02-01/21,WEB
40805,MAC,258,A,3,Copywriting:Electronic Media,,TBA,Michael Paul Comstock (P),01/02-01/21,WEB
41188,MAC,425,A,3,Inside Hollywood,MTWRF,09:00 am-05:00 pm,Howard M. Kleiman (P),01/02-01/20,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40517,MBI,131,A,3,Community Health Perspectives,MTWR,10:00 am-01:25 pm,Kelly Zaiger Abshire (P),01/02-01/21,PSN 116
41231,MBI,350A,A,3,SEA Miami I: Ocean Sciences,,TBA,Rachael Morgan-Kiss (P),01/05-01/19,TBA
41232,MBI,399A,A,3,SEA Miami II:Nautical Training,,TBA,Rachael Morgan-Kiss (P),01/05-01/19,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40581,MUS,189,A,3,Great Ideas In Western Music,,TBA,Elizabeth Ann Hoover (P),01/02-01/21,WEB
41289,MUS,225,A,3,The History of Rock and Roll,,TBA,Thomas G. Garcia (P),01/02-01/21,WEB
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40976,NSG,399B,A,3.000-6.000,Service Learning in Belize,,TBA,Deborah A. Beyer (P),12/26-02/04,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40867,PHL,103,A,3,Society And The Individual,,TBA,Elaine P. Miller (P),01/02-01/21,WEB
41309,PHL,199A,A,1,Humanities Research Methods,MTWR,10:00 am-12:00 pm,Pepper Stetler (P); Timothy D. Melley,01/09-01/19,BAC 250
40866,PHL,273,A,4,Formal Logic,,TBA,Keith G. Fennen (P),01/02-01/21,WEB
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40870,POL,241,A,3,American Political System,,TBA,Bryan William Marshall (P),01/02-01/21,WEB
41038,POL,241,B,3,American Political System,,TBA,Ryan J. Barilleaux (P),01/02-01/21,WEB
40963,POL,261,A,3,Public Administration,,TBA,Mark H. Morris (P),01/02-01/21,WEB
41304,POL,261,B,3,Public Administration,,TBA,Amber Rae Overholser (P),01/02-01/21,WEB
40201,POL,307,A,2,Public Opinion Laboratory,,TBA,Mark H. Morris (P),01/02-01/21,WEB
40779,POL,307,B,2,Public Opinion Laboratory,,TBA,Rachel Marie Blum (P),01/02-01/21,WEB
41261,POL,399A,A,3,The Miami Capital Experience,,TBA,Christopher S. Kelley (P); Cheryl Jeanne Gibbs,01/02-01/21,TBA
41007,POL,399J,A,6,Experiencing Jamaica,,TBA,Abdoulaye Saine (P),01/02-01/21,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40881,PSY,111,A,3,Introduction to Psychology,,TBA,Barbara Beth Oswald (P),01/02-01/21,WEB
41121,PSY,112,A,1,Foundational Experiences,,TBA,Li Zhou (P),01/02-01/21,WEB
41104,PSY,112,B,1,Foundational Experiences,,TBA,Li Zhou (P),01/02-01/21,WEB
41096,PSY,210,A,3,Psychology Across Cultures,,TBA,Carrie Elizabeth Hall (P),01/02-01/21,WEB
40365,PSY,221,A,3,Social Psychology,,TBA,Beth Lynn Dietz (P),01/02-01/21,WEB
40249,PSY,231,A,3,Developmental Psychology,,TBA,Brooke R. Cropenbaker (P),01/02-01/21,WEB
41099,PSY,242,A,3,Abnormal Psychology,,TBA,Brooke R. Cropenbaker (P),01/02-01/21,WEB
40361,PSY,271,A,3,Perception; Action; Cognition,,TBA,Beth Lynn Dietz (P),01/02-01/21,WEB
41131,PSY,320Z,A,4,PSY of Dogs: Foundations,,TBA,Carrie Elizabeth Hall (P),01/02-01/21,WEB
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40596,REL,101,A,3,Introduction to Religion,,TBA,Kathleen Mahoney Hladky Grant (P),01/02-01/21,WEB
41089,REL,101,B,3,Introduction to Religion,,TBA,Kathleen Mahoney Hladky Grant (P),01/02-01/21,WEB
40986,REL,399U,A,6,Arab Gulf in Social Transition,,TBA,Nathan Stephan French (P),01/02-01/23,TBA
41301,REL,480,A,6,Ind Reading For Dept Honors,,TBA,Nathan Stephan French (P),01/02-01/23,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
41128,SJS,165,A,3,Introduction to Social Justice,,TBA,C. Lee Harrington (P),01/02-01/21,WEB
41130,SJS,165,B,3,Introduction to Social Justice,,TBA,Ryan Michael Gunderson (P),01/02-01/21,WEB
40967,SJS,399A,A,3.000-6.000,Social Justice in Fiji,,TBA,Othello Harris (P); Sarah Meaney,12/19-02/03,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40875,SOC,153,A,3,Sociology in a Global Context,,TBA,Jennifer Roebuck Bulanda (P),01/02-01/21,WEB
41005,SOC,153,B,3,Sociology in a Global Context,,TBA,Glenn Walter Muschert (P),01/02-01/21,WEB
41127,SOC,165,A,3,Introduction to Social Justice,,TBA,C. Lee Harrington (P),01/02-01/21,WEB
41129,SOC,165,B,3,Introduction to Social Justice,,TBA,Ryan Michael Gunderson (P),01/02-01/21,WEB
40252,SOC,221,A,3,Sexualities,,TBA,Ronald E. Bulanda (P),01/02-01/21,WEB
41126,SOC,372,A,3,Social Stratification,,TBA,Stephen Lippmann (P),01/02-01/21,WEB
40968,SOC,399A,A,3.000-6.000,Social Justice in Fiji,,TBA,Othello Harris (P); Sarah Meaney,12/19-02/03,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40723,SPN,202,A,3,Second Year Spanish,,TBA,Katherine M. Fowler-Cordova (P),01/02-01/21,WEB
40746,SPN,202,B,3,Second Year Spanish,,TBA,Heather Marie Harper (P),01/02-01/21,WEB
41193,SPN,203,A,3,Spanish for Health Care,,TBA,Julie A. Szucs (P),01/03-02/04,TBA
41194,SPN,241,A,2,Intermediate Conversatnal Spn,,TBA,Julie A. Szucs (P),01/03-02/04,TBA
41195,SPN,277X,A,1,Independent Study-Svc Learning,,TBA,Julie A. Szucs (P),01/03-02/04,TBA
41229,SPN,331,A,3,Spanish for Community Work,MTWRF,09:00 am-12:00 pm,Tamise Renee Ironstrack (P),12/30-01/20,TBA
41259,SPN,341,A,3,Advancd Conversational Spanish,,TBA,Nohelia Rojas-Miesse (P),01/03-01/31,TBA
41230,SPN,370B,A,3,Afro-Peruvian Culture,MTWRF,03:00 pm-05:30 pm,Tamise Renee Ironstrack (P); Katherine M. Fowler-Cordova,12/30-01/20,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
41041,SPA,101,A,4,Beginning ASL I,,TBA,Megan E. Gross (P),01/02-01/21,WEB
40221,SPA,223,A,3,Theories Of Lang Development,,TBA,Albert C. Hahn (P),01/02-01/21,WEB
41288,SPA,653,A,1,Normal Deglutition,M,09:00 am-11:30 am,Donna R. Scarborough (P),01/09-01/09,BAC 055
,,,,,,W,09:00 am-11:30 am,TBA,01/11-01/11,BAC 055
,,,,,,F,09:00 am-11:30 am,TBA,01/13-01/13,BAC 055
,,,,,,W,09:00 am-11:30 am,TBA,01/18-01/18,BAC 055
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40383,STA,301,A,3,Applied Statistics,MTWR,10:00 am-11:30 am,Charles L. Dunn (P),01/02-01/21,UPH 339
,,,,,,MTWR,01:00 pm-02:30 pm,TBA,01/02-01/21,UPH 339
,,,,,,F,10:00 am-12:00 pm,TBA,01/02-01/21,UPH 339
40443,STA,301,B,3,Applied Statistics,MTWR,10:00 am-11:30 am,Achut Prasad Adhikari (P),01/02-01/21,UPH 229
,,,,,,MTWR,01:00 pm-02:30 pm,TBA,01/02-01/21,UPH 229
,,,,,,F,10:00 am-12:00 pm,TBA,01/02-01/21,UPH 229
41001,STA,637,A,3,Stat programming/visualization,,TBA,A. John Bailer (P),01/02-03/11,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40887,STC,135,A,3,Principles of Public Speaking,,TBA,Daniel Goodwin Behnke (P),01/02-01/21,WEB
40888,STC,135,B,3,Principles of Public Speaking,,TBA,Daniel Goodwin Behnke (P),01/02-01/21,WEB
40910,STC,136,A,3,Intro:Interpersnal Communicatn,,TBA,Jennifer L. Patrick-Gaines (P),01/02-01/21,WEB
40848,STC,239,A,3,Theories of Communication,,TBA,Jennifer Ann Jackson (P),01/02-01/21,WEB
40850,STC,339,A,3,Intro To Organization Com,TWRF,10:00 am-04:15 pm,Gary M. Shulman (P),01/09-01/20,BAC 131
40852,STC,4502,A,3,Social Media Strategies,,TBA,Shara Marie Clark (P),01/02-01/21,WEB
40954,STC,450B,A,3,Theories of Celebrity Branding,,TBA,Robert Paul Batchelor (P),01/02-01/21,WEB
40966,STC,499C,A,3,Inside Chicago,,TBA,Christe L. McKittrick (P),01/02-01/21,TBA
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40188,EDT,202,A,3,Global Childhood Education,,TBA,Lena Lee (P),01/02-01/21,WEB
41272,EDT,205,A,3,Race; Diversity; and Equity,,TBA,Michael Pier Evans (P),01/02-01/21,WEB
41124,EDT,221,A,3,TELLs: Culture & SLA,MTWRF,08:30 am-12:30 pm,Jeannie Marie Lise Ducher (P); Martha E. Castaneda,12/30-01/15,TBA
,,,,,,R,07:00 pm-08:00 pm,Martha E. Castaneda ; Jeannie Marie Lise Ducher,12/30-01/15,TBA
41125,EDT,225,A,3,Family Schools and Communities,,TBA,James M. Shiveley (P),01/02-01/20,TBA
40551,EDT,448M,A,3,Reading Pract/Middle Grades,MTWR,09:00 am-04:00 pm,Irene Lang Kleiman (P),01/02-01/21,MCG 218
,,,,,,,TBA,TBA,01/02-01/21,TBA
41268,EDT,452,A,3,Teaching Soc. Stud. Grade 4-5,MTW,06:50 pm-09:20 pm,Sheri Leafgren (P),01/02-01/11,MCG 226
,,,,,,R,08:00 am-04:00 pm,Sheri Leafgren,01/05-01/12,MCG 226
,,,,,,F,TBA,Sheri Leafgren,01/06-01/20,WEB
,,,,,,M,TBA,Sheri Leafgren,01/16-01/16,WEB
41266,EDT,465,A,3,Learning & Teaching Math,MTW,04:00 pm-06:30 pm,Kimberly Wilson Wachenheim (P),01/02-01/11,MCG 226
,,,,,,R,08:00 am-04:00 pm,Kimberly Wilson Wachenheim,01/05-01/12,MCG 226
,,,,,,F,TBA,Kimberly Wilson Wachenheim,01/06-01/20,WEB
,,,,,,M,TBA,Kimberly Wilson Wachenheim,01/16-01/16,WEB
41269,EDT,552,A,3,Teaching Soc. Stud. Grade 4-5,MTW,06:50 pm-09:20 pm,Sheri Leafgren (P),01/02-01/11,MCG 226
,,,,,,R,08:00 am-04:00 pm,Sheri Leafgren,01/05-01/12,MCG 226
,,,,,,F,TBA,Sheri Leafgren,01/06-01/20,WEB
,,,,,,M,TBA,Sheri Leafgren,01/16-01/16,WEB
41267,EDT,565,A,3,Learning & Teaching Math,MTW,04:00 pm-06:30 pm,Kimberly Wilson Wachenheim (P),01/02-01/11,MCG 226
,,,,,,R,08:00 am-04:00 pm,Kimberly Wilson Wachenheim,01/05-01/12,MCG 226
,,,,,,F,TBA,Kimberly Wilson Wachenheim,01/06-01/20,WEB
,,,,,,M,TBA,Kimberly Wilson Wachenheim,01/16-01/16,WEB
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40543,THE,123,A,3,Acting for Non-Majors,TWRF,01:00 pm-04:00 pm,Erin Carr (P),01/02-01/21,HIS 207
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
40537,WGS,221,A,3,Sexualities,,TBA,Ronald E. Bulanda (P),01/02-01/21,WEB